fog_index,rainfall_mm,signal_status,congestion_level,time_of_day,train_type,actual_delay_min
0.8661,37.5,2,0.161,10,2,175
0.5893,2.97,0,0.5943,7,1,83
0.3587,38.49,2,0.3999,10,0,145
0.4087,13.42,2,0.9858,15,2,159
0.4315,19.48,1,0.7214,22,0,111
0.6331,4.33,2,0.0106,11,2,133
0.9268,41.93,2,0.8395,4,0,217
0.9328,28.04,2,0.7032,22,1,207
0.3915,25.23,1,0.561,7,0,101
0.3293,48.43,2,0.2361,1,1,143
0.451,16.73,1,0.1493,13,2,82
0.5679,44.54,1,0.6284,18,2,119
0.4618,35.98,0,0.4399,6,0,90
0.6588,46.43,0,0.8616,6,0,123
0.5544,45.39,2,0.2624,6,0,161
0.3207,49.55,1,0.6375,19,2,115
0.3457,6.58,1,0.2488,22,1,79
0.3786,39.8,2,0.6363,20,2,153
0.0946,40.22,0,0.0483,5,1,34
0.1661,32.22,0,0.3917,20,1,54
0.7231,13.94,0,0.1727,7,0,74
0.3891,48.26,0,0.6059,20,0,97
0.2145,10.22,1,0.3167,23,2,67
0.5627,24.98,2,0.7715,17,0,173
0.7555,26.07,0,0.1146,22,1,76
0.2574,8.09,1,0.5562,3,1,85
0.8268,36.13,0,0.5937,15,1,110
0.9275,4.44,2,0.0221,1,2,163
0.5974,34.65,1,0.036,15,2,88
0.6689,42.43,0,0.3082,8,1,99
0.0526,17.47,1,0.6091,23,2,67
0.9455,35.47,1,0.9626,11,1,172
0.3925,7.84,2,0.0908,18,0,115
0.9239,42.3,0,0.7032,7,1,128
0.579,47.6,2,0.6927,1,2,184
0.0046,7.63,2,0.6695,17,2,108
0.0385,34.59,0,0.5161,5,1,55
0.6804,25.29,2,0.9668,17,0,192
0.5627,26.57,2,0.5018,11,2,172
0.0265,35.32,1,0.8383,23,0,91
0.7435,24.44,0,0.2625,8,2,91
0.8521,30.02,1,0.8063,9,2,160
0.4964,11.55,1,0.9965,17,2,125
0.4658,18.93,0,0.9101,18,0,97
0.0055,43.26,1,0.3041,3,1,70
0.7866,5.5,2,0.8462,17,0,184
0.3307,29.88,1,0.0953,11,0,84
0.8788,9.21,2,0.6777,23,1,186
0.3731,42.33,0,0.3421,15,2,75
0.5651,28.95,2,0.6587,18,0,175
0.2703,20.15,1,0.4122,8,0,84
0.1606,12.49,0,0.009,6,2,25
0.7749,21.84,2,0.2313,18,2,169
0.4966,47.88,1,0.0424,0,2,94
0.5365,25.46,1,0.4273,13,2,104
0.9654,23.47,0,0.8401,23,2,134
0.9636,37.31,2,0.738,23,2,220
0.8556,18.95,0,0.7889,17,2,121
0.1876,21.37,0,0.8072,11,2,75
0.5943,16.85,0,0.3719,19,0,78
0.8781,7.55,1,0.506,0,1,121
0.3745,35.69,0,0.5085,19,1,80
0.1011,43.65,2,0.1132,4,1,118
0.811,45.28,0,0.5981,17,2,125
0.4818,44.04,2,0.7202,8,0,164
0.5644,22.59,2,0.611,18,0,164
0.9821,14.2,2,0.746,14,1,193
0.6072,31.9,0,0.1189,22,2,83
0.425,47.74,0,0.7614,18,2,100
0.37,36.35,2,0.2081,21,0,135
0.4176,24.74,1,0.8768,3,1,124
0.1184,34.44,2,0.2449,9,1,115
0.7948,38.63,0,0.492,10,1,106
0.8377,45.96,1,0.4873,0,2,151
0.2844,38.16,0,0.2689,0,1,57
0.3038,21.66,1,0.3617,0,2,90
0.8743,13.68,0,0.1856,18,2,90
0.024,24.99,2,0.5701,10,1,118
0.5205,16.41,1,0.913,18,1,123
0.4637,47.14,0,0.3166,20,1,80
0.6901,25.4,1,0.5081,0,2,126
0.1634,23.6,1,0.8619,20,0,109
0.6683,17.41,2,0.4525,5,2,150
0.3767,31.97,1,0.8313,9,1,116
0.6187,26.0,1,0.4464,23,0,119
0.0401,6.45,2,0.4402,7,2,117
0.4617,43.46,1,0.1572,22,0,105
0.5223,17.95,2,0.125,12,1,136
0.2143,21.63,2,0.6115,0,2,147
0.1396,10.28,2,0.8273,19,2,129
0.1885,27.67,2,0.1354,1,2,111
0.3441,35.1,2,0.9101,15,0,170
0.0968,44.06,1,0.3589,11,2,85
0.9473,2.58,1,0.4253,3,1,133
0.405,48.67,0,0.8945,12,0,114
0.809,35.19,2,0.8963,8,2,202
0.9744,14.21,2,0.5249,2,0,181
0.0807,10.22,2,0.2768,13,0,110
0.6517,14.8,2,0.1719,1,0,145
0.8714,43.79,1,0.2716,12,1,128
0.6342,14.57,0,0.7806,5,2,104
0.429,23.14,2,0.3246,19,1,143
0.4311,35.29,2,0.6946,22,2,167
0.0359,43.6,2,0.1952,22,2,109
0.5346,32.93,1,0.4785,22,2,109
0.9935,37.66,1,0.3521,2,0,150
0.9587,8.67,0,0.5036,12,0,112
0.0404,43.87,0,0.5699,5,0,56
0.7058,13.79,2,0.9909,2,1,191
0.3018,6.42,0,0.8999,9,2,76
0.903,48.81,0,0.6959,10,0,135
0.0451,10.08,2,0.1537,7,1,86
0.9359,6.83,1,0.919,2,0,159
0.8375,31.3,0,0.8926,9,1,130
0.1175,15.94,1,0.8867,3,2,85
0.0598,6.67,1,0.479,0,1,54
0.8347,30.06,0,0.1707,10,0,101
0.1558,37.95,1,0.7544,1,1,106
0.5349,39.66,1,0.3885,23,2,111
0.9157,7.78,2,0.3446,20,2,173
0.5674,27.84,0,0.3908,22,1,80
0.3972,40.68,2,0.5591,2,2,162
0.445,8.05,0,0.3335,11,1,62
0.0631,10.38,2,0.6899,19,2,127
0.9688,0.12,2,0.6477,13,2,178
0.3107,26.23,1,0.5089,7,2,95
0.1894,9.73,0,0.054,19,2,33
0.286,36.21,0,0.9365,7,1,93
0.9644,48.11,1,0.4117,23,2,149
0.0943,10.44,2,0.4495,2,1,121
0.8673,32.45,2,0.456,16,1,185
0.7078,10.59,0,0.365,0,1,86
0.83,0.9,0,0.6746,21,0,108
0.9759,37.93,1,0.0139,8,2,120
0.8422,21.7,1,0.8735,0,1,146
0.9434,47.34,2,0.1024,20,1,181
0.1269,26.71,2,0.9997,23,2,148
0.7958,7.87,1,0.6281,22,0,130
0.5457,22.49,1,0.0662,11,0,82
0.5435,10.14,1,0.5624,1,2,98
0.8989,43.9,1,0.3313,5,1,140
0.9718,34.55,2,0.953,0,1,229
0.7048,17.06,0,0.7555,1,1,102
0.4829,26.39,2,0.507,3,2,150
0.4564,33.47,2,0.4298,13,1,159
0.3863,39.14,1,0.9959,18,1,128
0.3616,4.01,1,0.6674,14,0,94
0.3915,1.13,1,0.5139,4,1,92
0.0898,5.72,2,0.3979,14,1,110
0.0774,19.75,0,0.3246,5,2,47
0.7799,23.34,1,0.7054,11,2,138
0.4461,6.82,1,0.5879,21,2,101
0.9307,20.56,2,0.8482,3,1,207
0.6122,22.08,0,0.5536,20,0,96
0.0352,5.45,0,0.5823,6,0,52
0.1575,45.83,1,0.4774,16,1,92
0.2058,29.96,1,0.7626,6,2,100
0.9757,19.43,2,0.415,3,2,194
0.2187,25.35,0,0.8519,10,2,75
0.5158,15.71,0,0.327,9,2,77
0.9362,42.72,1,0.6926,12,0,159
0.9772,28.75,1,0.893,5,0,170
0.2364,24.74,0,0.7691,23,1,82
0.0491,45.54,0,0.3426,16,0,42
0.1536,41.9,1,0.7063,20,2,90
0.0633,40.64,0,0.207,18,1,43
0.1951,11.28,2,0.0582,17,0,113
0.5686,7.66,0,0.7914,3,0,85
0.9124,34.5,2,0.808,14,1,206
0.5372,23.43,0,0.0229,21,0,57
0.626,34.19,1,0.9478,2,0,147
0.2019,38.03,2,0.4459,11,1,151
0.8006,14.77,1,0.9053,4,2,142
0.6178,14.23,2,0.7882,19,1,169
0.8641,24.54,0,0.9007,22,0,129
0.9488,13.68,2,0.8334,1,1,206
0.3479,33.36,0,0.974,19,2,97
0.0906,37.34,1,0.6291,8,1,84
0.2259,23.6,0,0.2273,23,1,48
0.4378,36.19,2,0.3896,0,2,154
0.9457,25.52,0,0.7519,4,0,123
0.3783,35.64,2,0.157,17,1,135
0.7708,11.25,1,0.9298,18,1,140
0.5405,36.94,1,0.2053,1,2,106
0.1828,35.76,1,0.876,3,2,108
0.3207,13.33,0,0.4837,8,0,61
0.6532,27.8,0,0.8406,0,1,121
0.6729,42.77,2,0.9583,18,2,208
0.4348,12.48,2,0.4221,16,2,138
0.2286,36.8,2,0.6966,17,2,157
0.7219,47.7,1,0.2267,11,2,121
0.1689,43.31,0,0.8008,15,0,75
0.9367,20.08,1,0.8199,13,1,166
0.1879,30.36,1,0.2952,16,1,74
0.1073,49.59,1,0.0241,10,0,69
0.4976,28.42,1,0.4312,15,2,107
0.5195,5.75,2,0.17,15,1,123
0.5082,2.27,1,0.8186,15,1,109
0.4367,39.52,0,0.2611,20,1,72
0.9948,21.18,2,0.9437,8,2,211
0.4863,12.34,1,0.9718,21,1,123
0.4779,17.38,1,0.9088,0,0,117
0.4218,37.87,1,0.5996,11,1,107
0.0668,23.26,2,0.2674,10,1,111
0.593,43.42,2,0.8073,20,1,184
0.228,36.75,2,0.7016,1,2,155
0.6376,48.7,1,0.9772,5,1,159
0.0508,44.43,0,0.3773,11,0,44
0.9814,12.73,1,0.0588,19,2,121
0.469,32.95,2,0.9984,11,0,180
0.8968,1.03,2,0.8383,15,2,186
0.4756,49.56,2,0.2215,4,0,158
0.0603,13.05,2,0.7256,22,1,137
0.8222,33.24,1,0.0007,18,2,109
0.6482,42.46,0,0.5578,1,0,104
0.7818,8.02,1,0.3628,16,0,116
0.4282,42.39,0,0.3813,3,1,75
0.6379,0.61,2,0.2445,13,0,140
0.8562,22.1,2,0.2748,17,0,167
0.6311,23.6,1,0.4547,22,2,117
0.3477,18.7,1,0.2481,1,2,74
0.6625,29.32,0,0.4664,6,2,101
0.6719,45.74,0,0.5773,16,2,111
0.9606,16.35,0,0.7111,6,1,130
0.3709,28.96,0,0.6771,17,1,73
0.4251,43.87,0,0.242,4,2,68
0.8121,38.65,2,0.0392,3,1,168
0.5058,2.04,2,0.8327,13,0,164
0.7366,47.14,1,0.8723,16,0,158
0.4597,2.33,0,0.9789,4,1,102
0.2155,29.44,2,0.9597,20,2,160
0.7452,28.77,1,0.6338,20,1,135
0.1312,39.32,1,0.8943,1,1,116
0.1986,7.42,1,0.448,7,0,66
0.6268,8.97,1,0.7873,13,2,129
0.7473,37.61,2,0.9553,11,2,215
0.8947,7.48,2,0.7963,6,0,197
0.2726,23.47,1,0.4158,12,1,87
0.1107,36.58,2,0.3778,23,1,132
0.956,32.56,2,0.2915,7,0,183
0.1544,10.53,0,0.3671,5,1,37
0.1977,15.2,2,0.8206,17,0,138
0.2913,48.45,1,0.7015,13,1,116
0.5294,22.43,0,0.2499,16,0,70
0.8828,2.22,2,0.7115,15,1,186
0.7605,10.98,2,0.3794,18,2,166
0.7082,17.12,1,0.5578,17,0,119
0.1752,49.97,0,0.3704,14,0,62
0.3577,15.13,2,0.5216,10,2,139
0.4784,1.32,2,0.7298,11,2,152
0.1474,25.65,0,0.7311,6,2,70
0.2734,4.18,1,0.7532,10,0,92
0.3083,13.7,0,0.391,14,0,53
0.1273,49.62,0,0.6905,17,2,74
0.5502,35.23,1,0.2387,18,1,109
0.705,2.53,0,0.4774,9,2,85
0.0699,22.43,1,0.5831,17,0,68
0.4811,8.58,1,0.6865,10,0,106
0.7822,6.15,1,0.912,8,0,145
0.748,29.35,2,0.3048,3,0,169
0.8151,25.28,0,0.8453,6,2,123
0.4482,37.14,2,0.3111,16,2,150
0.8206,44.62,0,0.5519,5,1,127
0.2408,12.33,0,0.8281,1,0,72
0.3608,46.15,1,0.7231,6,0,118
0.1764,25.9,0,0.8629,23,0,79
0.4675,12.94,0,0.8149,3,2,87
0.3921,42.29,1,0.2763,3,2,95
0.2409,1.78,2,0.9929,9,1,150
0.7518,27.98,1,0.937,9,2,150
0.3138,36.08,2,0.4302,22,2,149
0.2728,14.0,0,0.0472,5,2,36
0.1309,43.17,0,0.3035,10,0,47
0.4388,12.01,1,0.8362,6,2,114
0.303,41.99,2,0.9509,5,2,175
0.3693,3.93,2,0.8317,7,1,155
0.236,8.0,0,0.3967,6,1,54
0.7632,19.05,1,0.0565,17,2,100
0.93,42.7,1,0.5176,18,1,158
0.4979,7.23,2,0.3764,4,1,133
0.643,43.77,0,0.123,11,2,81
0.8672,11.49,1,0.1059,6,2,117
0.9988,22.63,2,0.153,20,0,184
0.6135,17.64,1,0.2058,2,2,97
0.8898,5.91,2,0.7538,9,0,185
0.9086,47.22,1,0.3817,7,1,144
0.7915,21.91,1,0.4369,8,0,124
0.4609,34.52,0,0.5984,22,2,91
0.0812,28.76,2,0.9601,12,2,147
0.0158,25.09,0,0.7565,9,1,54
0.4772,30.83,2,0.6457,19,1,161
0.4943,44.92,2,0.7438,18,1,176
0.4074,34.97,1,0.7193,3,0,121
0.5682,26.62,2,0.6902,11,1,179
0.5522,32.26,2,0.4964,9,2,165
0.8366,30.32,2,0.5668,10,0,183
0.1087,21.66,0,0.4615,8,1,47
0.2252,31.24,0,0.395,19,0,61
0.793,22.18,0,0.2708,23,0,88
0.8478,37.88,0,0.3552,0,2,108
0.9948,48.45,2,0.4285,20,1,195
0.8729,47.99,0,0.5794,20,1,126
0.8899,41.04,0,0.4999,8,1,124
0.3143,30.09,2,0.1079,11,2,124
0.4017,37.47,0,0.34,2,0,68
0.2681,8.9,2,0.3762,8,1,124
0.6063,23.95,2,0.7069,5,0,172
0.9388,12.87,1,0.3329,21,2,127
0.3446,0.17,2,0.008,2,2,119
0.557,48.34,2,0.0843,8,2,152
0.2963,43.19,0,0.497,11,0,70
0.1698,25.68,0,0.1885,23,0,48
0.1952,12.71,1,0.4946,19,1,82
0.0579,34.65,1,0.5742,22,1,80
0.9493,21.74,2,0.9334,7,2,206
0.4029,40.17,0,0.6556,6,2,89
0.8341,49.98,0,0.031,13,1,100
0.6813,17.45,0,0.3807,8,0,83
0.1919,12.22,0,0.7935,0,0,63
0.1755,13.37,2,0.2606,19,1,106
0.812,4.67,1,0.925,2,0,153
0.2647,19.7,2,0.529,4,0,133
0.9133,0.87,0,0.0924,22,0,82
0.1401,5.72,0,0.2417,17,0,27
0.6777,13.58,2,0.9063,15,1,191
0.8145,7.99,0,0.9915,3,2,121
0.2353,36.61,0,0.863,6,2,85
0.2762,5.28,1,0.3207,4,2,78
0.9645,43.3,0,0.7688,15,1,136
0.2646,11.06,0,0.2222,12,2,41
0.43,5.43,1,0.3845,8,0,88
0.4325,0.51,1,0.6972,17,0,97
0.253,35.76,1,0.9689,18,2,115
0.7758,12.83,1,0.4392,17,2,123
0.7718,25.47,0,0.4958,2,2,104
0.3783,5.58,0,0.2202,14,1,40
0.8351,49.26,1,0.4032,5,0,143
0.2131,6.27,0,0.063,6,2,33
0.0043,20.6,1,0.8586,23,0,82
0.5712,42.58,0,0.0233,9,0,69
0.9941,12.24,1,0.6835,18,2,154
0.0386,13.35,2,0.2732,5,0,113
0.208,40.42,1,0.4761,23,0,90
0.5189,13.67,1,0.2816,6,2,88
0.8099,0.14,1,0.4001,4,2,119
0.089,21.4,1,0.5468,7,2,77
0.3952,0.63,2,0.6409,4,0,150
0.7471,45.49,0,0.9403,14,0,127
0.3715,32.09,0,0.3322,3,2,68
0.1888,29.15,2,0.5849,4,0,131
0.1955,10.08,1,0.9017,16,0,99
0.41,35.0,0,0.2902,1,1,64
0.4794,33.86,1,0.865,10,1,136
0.8618,3.02,0,0.9576,16,2,118
0.6423,44.04,1,0.8475,10,1,150
0.6904,28.97,2,0.5699,0,2,182
0.983,39.62,0,0.7221,3,1,140
0.4118,13.15,2,0.4811,23,2,149
0.4034,6.1,0,0.5973,18,1,62
0.9233,35.12,0,0.9745,8,2,152
0.2459,39.69,2,0.2511,20,2,120
0.7298,19.3,1,0.7925,0,2,135
0.7546,1.18,2,0.5062,1,1,164
0.0978,40.91,2,0.1769,21,1,128
0.4682,10.3,2,0.6435,16,1,154
0.2006,16.95,0,0.7924,14,0,65
0.1854,31.41,0,0.5688,8,0,61
0.4638,5.0,0,0.8374,19,2,87
0.2894,3.6,1,0.3659,14,0,72
0.7961,1.29,1,0.9138,10,1,138
0.9076,45.83,2,0.6483,9,1,199
0.8027,15.57,0,0.8032,8,1,118
0.266,33.03,0,0.273,13,2,53
0.2741,49.46,1,0.4461,15,0,98
0.2547,33.47,1,0.9096,19,2,108
0.135,26.25,2,0.0509,9,2,106
0.9438,26.05,0,0.404,6,2,117
0.402,18.85,1,0.7803,13,2,106
0.2247,29.99,2,0.7438,14,1,151
0.8467,47.94,1,0.8516,6,1,165
0.3992,39.4,2,0.7394,1,2,178
0.0351,21.21,1,0.9471,7,2,95
0.1619,16.62,0,0.4983,1,0,51
0.6393,44.18,2,0.6243,1,1,186
0.7829,6.79,1,0.8477,23,1,137
0.2109,42.48,0,0.7017,18,0,80
0.9174,12.75,0,0.1021,0,0,88
0.851,35.78,0,0.367,8,0,111
0.8484,40.31,0,0.5526,6,2,119
0.2277,23.85,2,0.7547,23,1,161
0.0505,9.61,1,0.5436,10,1,66
0.8674,42.24,0,0.7775,6,0,139
0.3058,18.38,0,0.8376,15,1,83
0.6189,16.03,0,0.2651,11,2,76
0.76,25.5,2,0.6161,4,2,184
0.1283,21.75,1,0.5571,7,2,69
0.7808,34.15,0,0.2273,3,0,95
0.9385,6.86,2,0.4899,16,1,180
0.7284,21.78,2,0.5486,23,1,166
0.4412,44.59,0,0.8173,19,2,107
0.8767,1.8,2,0.461,9,2,183
0.5275,22.87,2,0.0809,11,2,139
0.7448,33.03,0,0.4873,1,0,103
0.8205,44.39,2,0.838,8,1,212
0.7494,29.69,1,0.5713,0,2,127
0.2879,41.22,1,0.3189,17,0,99
0.1178,11.13,0,0.921,21,1,62
0.2383,17.64,0,0.1557,4,0,38
0.5029,47.11,2,0.3269,16,0,163
0.5053,44.3,2,0.4371,14,1,160
0.5826,27.9,0,0.738,10,1,104
0.3951,23.77,0,0.8357,17,1,96
0.7869,22.55,1,0.0586,16,0,101
0.9132,2.94,2,0.792,6,2,184
0.2467,44.62,2,0.7205,19,1,157
0.7365,40.91,2,0.8947,15,2,204
0.678,22.81,1,0.9004,7,2,152
0.5231,13.97,0,0.7775,17,1,102
0.1885,17.15,2,0.1902,15,0,117
0.7952,6.16,2,0.3139,2,0,166
0.9606,36.09,1,0.9363,3,2,163
0.7218,27.83,1,0.5982,7,0,132
0.9179,11.71,0,0.5388,1,1,113
0.9842,31.15,1,0.9157,9,1,178
0.3521,48.96,0,0.8742,11,2,100
0.6382,6.12,1,0.7275,18,2,117
0.4739,22.92,0,0.8823,4,1,101
0.9866,24.71,1,0.1138,13,2,136
0.0938,8.34,0,0.7575,15,1,60
0.4124,26.58,2,0.9656,10,1,174
0.8755,30.3,1,0.049,21,2,120
0.2841,7.87,2,0.223,7,2,120
0.7878,7.74,0,0.794,9,0,104
0.3828,42.82,0,0.52,0,1,84
0.98,15.57,0,0.0866,9,2,86
0.8835,31.52,1,0.268,0,0,129
0.3013,31.34,0,0.3241,23,1,54
0.7702,41.96,2,0.3211,5,0,178
0.3369,36.99,2,0.8777,19,2,170
0.6064,42.03,2,0.662,2,0,182
0.6585,31.26,0,0.7349,6,1,113
0.8296,22.47,1,0.0136,2,0,115
0.0245,19.68,1,0.4275,8,2,56
0.2202,18.95,1,0.3178,14,0,74
0.7119,20.92,1,0.8519,10,1,126
0.5635,6.47,2,0.9539,14,2,181
0.4956,21.2,2,0.4233,19,1,156
0.0552,19.47,0,0.9731,1,0,68
0.3483,1.73,0,0.0144,10,2,30
0.8651,13.76,0,0.3257,14,0,104
0.0309,37.6,1,0.7749,12,1,87
0.3964,28.9,1,0.3601,3,0,98
0.9451,40.31,2,0.921,4,2,223
0.0509,27.13,0,0.2185,9,0,30
0.7497,42.7,0,0.7957,15,2,129
0.2576,39.8,0,0.2017,23,0,48
0.8666,4.91,0,0.1971,8,2,84
0.7461,48.85,0,0.4457,12,0,112
0.8857,0.74,0,0.9449,7,0,121
0.2159,29.84,2,0.5855,0,0,149
0.5313,39.63,2,0.635,9,2,181
0.7793,16.59,2,0.0097,8,2,148
0.2457,29.93,1,0.0566,3,1,70
0.2307,18.11,1,0.0669,16,1,55
0.0272,3.03,2,0.8196,6,0,120
0.9585,0.42,0,0.2369,5,0,85
0.71,4.74,1,0.3288,9,1,101
0.6356,4.92,2,0.61,23,1,157
0.744,30.54,1,0.584,15,2,136
0.5316,26.29,0,0.4105,10,0,81
0.4761,22.77,1,0.0043,19,0,85
0.4495,34.6,2,0.4496,0,1,148
0.6404,0.84,0,0.7389,8,0,89
0.2015,13.55,1,0.2352,12,1,64
0.8881,38.87,0,0.7084,11,2,129
0.8118,45.5,0,0.0152,16,2,99
0.3496,21.92,2,0.908,16,1,152
0.5786,4.07,1,0.95,10,2,124
0.141,39.94,0,0.0025,22,0,26
0.9723,44.26,1,0.4578,22,2,160
0.9029,20.68,0,0.4138,11,2,107
0.9219,12.17,2,0.8419,21,0,199
0.3322,2.2,2,0.5407,15,2,131
0.1691,29.55,0,0.6114,3,1,67
0.2118,45.49,0,0.2025,2,2,61
0.09,33.89,2,0.0771,1,0,115
0.1201,15.86,2,0.6923,5,2,137
0.0713,32.14,2,0.6207,7,2,140
0.9898,41.6,2,0.8323,1,2,216
0.0741,23.79,2,0.8447,14,0,144
0.1325,40.99,1,0.631,9,0,97
0.8273,19.6,2,0.5384,14,1,187
0.5802,17.43,2,0.914,12,1,194
0.7744,29.15,0,0.8013,6,0,122
0.6309,23.23,0,0.8824,14,2,108
0.8822,48.86,1,0.9958,22,1,184
0.6385,25.82,2,0.4035,7,1,162
0.5221,19.26,2,0.7169,7,0,178
0.7127,19.75,0,0.6881,12,2,105
0.4474,27.4,1,0.1741,19,1,83
0.3461,17.75,2,0.6365,12,0,158
0.4677,36.15,0,0.4281,19,2,78
0.1697,19.03,2,0.4506,1,0,118
0.7966,19.21,0,0.1801,2,1,87
0.2607,30.85,0,0.7447,9,1,81
0.1535,3.04,0,0.6979,5,0,48
0.2464,32.77,2,0.5323,0,2,142
0.8421,25.25,2,0.1567,5,0,166
0.3302,22.65,0,0.5569,6,2,75
0.686,35.96,1,0.1001,22,2,110
0.8564,37.91,0,0.3394,18,0,116
0.0777,42.31,2,0.3724,8,1,123
0.765,18.74,2,0.8834,22,0,196
0.3077,16.35,2,0.4156,20,1,119
0.2166,35.72,1,0.5985,6,1,94
0.6889,29.09,0,0.8748,11,1,119
0.9098,31.59,0,0.4258,22,2,123
0.295,27.78,2,0.8837,10,1,159
0.5688,38.63,1,0.1365,8,2,96
0.2898,9.5,0,0.3648,21,1,51
0.5543,27.79,2,0.0947,15,1,142
0.6219,7.91,0,0.5609,10,0,85
0.6103,20.36,2,0.9573,20,0,189
0.6235,33.2,0,0.657,17,1,100
0.1351,24.65,1,0.6261,8,1,83
0.6935,18.98,0,0.2782,10,1,76
0.6748,44.25,2,0.9311,1,2,198
0.6826,38.64,1,0.4715,2,0,137
0.0741,26.31,1,0.267,22,1,63
0.4468,47.5,1,0.9877,1,2,132
0.409,21.22,2,0.4231,20,1,136
0.0867,39.4,0,0.3715,4,0,47
0.2224,8.4,0,0.035,12,1,38
0.441,14.29,0,0.1783,17,0,60
0.7429,16.9,2,0.8092,23,0,183
0.2371,5.29,2,0.4827,8,2,121
0.8297,25.09,1,0.9549,22,1,161
0.5458,9.61,0,0.0839,10,2,59
0.7604,31.71,2,0.6159,20,2,186
0.4726,9.5,2,0.72,2,0,158
0.4992,6.18,2,0.6212,6,2,168
0.6197,48.45,2,0.5299,14,2,175
0.928,32.91,0,0.5783,16,0,126
0.4918,46.82,2,0.6895,19,0,181
0.5287,24.49,1,0.8633,8,2,126
0.602,1.67,1,0.3363,14,2,94
0.7375,28.72,0,0.4597,14,0,107
0.0719,27.92,1,0.6359,23,1,84
0.5157,0.75,2,0.3142,2,2,135
0.4816,43.06,1,0.1788,0,2,100
0.9217,31.0,2,0.9662,13,2,217
0.4935,37.23,2,0.1947,0,1,143
0.4683,24.7,0,0.2327,4,0,57
0.9622,30.92,2,0.6187,12,1,211
0.4506,12.87,2,0.0774,6,2,131
0.1809,48.69,1,0.034,6,2,71
0.2169,20.04,1,0.064,8,1,62
0.0952,8.12,1,0.1233,16,0,57
0.0006,2.8,2,0.4292,8,1,104
0.4319,31.81,2,0.8293,19,0,170
0.7692,49.17,0,0.342,3,1,101
0.7335,44.79,0,0.4275,2,1,112
0.0321,35.11,0,0.6003,3,1,60
0.57,49.53,1,0.3021,22,1,112
0.1543,36.14,2,0.4325,6,1,134
0.9411,16.96,1,0.3863,0,0,129
0.1674,30.06,0,0.3419,7,2,50
0.6266,3.99,2,0.3884,16,1,156
0.3262,11.08,1,0.0111,8,1,69
0.6416,20.88,1,0.8863,9,1,130
0.4123,10.09,2,0.9773,2,0,158
0.7596,47.68,0,0.8625,16,1,128
0.2307,49.78,1,0.0057,5,1,78
0.9058,18.55,0,0.7509,2,2,125
0.5002,35.46,1,0.5731,17,1,119
0.7561,20.39,1,0.0942,22,1,107
0.8497,6.98,1,0.9329,14,0,144
0.9988,16.85,2,0.7762,22,1,203
0.2239,11.67,0,0.1453,9,2,42
0.2869,16.4,2,0.964,12,1,160
0.2504,10.75,2,0.1262,8,1,120
0.2629,5.62,1,0.4547,12,0,77
0.5824,10.87,0,0.159,21,1,71
0.9935,45.29,0,0.1502,15,2,121
0.9903,4.26,1,0.9678,0,1,154
0.5268,16.24,2,0.5721,13,2,164
0.639,26.42,1,0.2592,9,1,106
0.86,17.73,2,0.7764,13,2,188
0.9329,25.88,0,0.8752,13,1,135
0.2039,2.17,1,0.9176,14,2,97
0.5285,32.43,2,0.933,20,1,188
0.8328,28.17,1,0.9056,20,1,153
0.3032,34.05,2,0.6389,23,1,155
0.4398,28.36,0,0.3425,14,1,71
0.9856,21.9,2,0.9256,6,2,219
0.985,17.51,2,0.1225,4,0,170
0.9061,11.32,1,0.1688,20,2,113
0.7984,25.0,1,0.4338,21,2,128
0.2691,1.3,2,0.2837,0,2,114
0.3209,16.41,1,0.6157,5,1,98
0.5473,33.89,0,0.9053,16,2,115
0.5608,5.44,2,0.491,3,0,146
0.5055,3.14,0,0.5539,1,1,79
0.6367,32.61,1,0.4231,23,2,123
0.4083,19.89,0,0.7076,2,2,86
0.7492,40.09,2,0.1007,5,1,158
0.3335,46.87,2,0.0486,23,1,136
0.3307,47.85,1,0.6413,2,2,120
0.1272,21.28,1,0.5349,19,2,80
0.1887,13.22,1,0.4074,13,2,69
0.8505,30.43,1,0.334,12,1,126
0.4463,31.41,2,0.0518,19,2,135
0.2279,31.12,0,0.6806,0,1,74
0.7593,16.09,2,0.4215,1,1,173
0.554,3.19,1,0.4453,4,2,104
0.0212,10.5,2,0.8934,11,1,136
0.3164,7.72,1,0.7375,23,0,93
0.177,6.2,2,0.2194,1,2,118
0.6559,46.31,1,0.6572,10,1,138
0.275,0.69,1,0.1323,10,0,59
0.0649,30.09,0,0.1941,4,1,42
0.0549,47.37,0,0.7141,8,0,70
0.5817,18.0,0,0.1259,4,2,70
0.0217,26.35,1,0.2802,3,2,54
0.8488,34.79,2,0.8981,12,0,216
0.1554,15.86,2,0.7383,22,2,136
0.6066,23.88,2,0.9295,9,2,187
0.4447,40.86,1,0.8818,15,2,138
0.4429,37.27,1,0.3126,16,0,103
0.0718,40.42,2,0.6324,20,0,143
0.8028,49.37,0,0.3787,19,2,116
0.8931,18.52,2,0.6971,21,0,197
0.011,37.35,2,0.3485,19,1,113
0.1786,30.14,2,0.0013,22,2,123
0.9039,33.33,0,0.0939,23,1,103
0.5495,36.99,2,0.771,17,0,175
0.15,37.49,1,0.084,11,2,66
0.2028,44.29,1,0.5994,7,1,97
0.66,17.47,0,0.8578,13,0,120
0.7248,32.67,1,0.7411,19,1,138
